GEO_ID,GEO_ID10,LABEL,HC01_VC03,HC02_VC03,HC03_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC04_VC04,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC08,HC02_VC08,HC03_VC08,HC04_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC04_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC04_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC04_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC04_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC04_VC20,HC01_VC23,HC02_VC23,HC03_VC23,HC04_VC23,HC01_VC26,HC02_VC26,HC03_VC26,HC04_VC26,HC01_VC27,HC02_VC27,HC03_VC27,HC04_VC27,HC01_VC28,HC02_VC28,HC03_VC28,HC04_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC04_VC29,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC04_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC04_VC34,HC01_VC37,HC02_VC37,HC03_VC37,HC04_VC37,HC01_VC38,HC02_VC38,HC03_VC38,HC04_VC38,HC01_VC39,HC02_VC39,HC03_VC39,HC04_VC39,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC45,HC02_VC45,HC03_VC45,HC04_VC45,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC04_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC04_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC04_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC04_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC04_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC04_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC04_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC04_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC04_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC04_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC04_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC04_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC04_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC04_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC04_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC04_VC68,HC01_VC69,HC02_VC69,HC03_VC69,HC04_VC69,HC01_VC70,HC02_VC70,HC03_VC70,HC04_VC70,HC01_VC71,HC02_VC71,HC03_VC71,HC04_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC04_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC04_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC04_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC04_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC04_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC04_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC04_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC04_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC04_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC04_VC102,HC01_VC104,HC02_VC104
1400000US42101008602,42101008602,"Census Tract 86.02, Philadelphia County, Pennsylvania",3208,701,3208,1305,355,40.7,6.4,1903,461,59.3,6.4,268,188,8.4,4.9,139,98,4.3,2.6,24,35,0.7,1.1,508,274,15.8,6.9,385,213,12,5.4,639,230,19.9,7.7,202,93,6.3,3.3,692,246,21.6,5.2,141,93,4.4,3.1,70,55,2.2,1.9,113,52,3.5,1.7,26,24,0.8,0.7,1,5,0,0.2,27.2,3.7,(X),(X),2459,485,76.7,5.5,2269,380,70.7,7.2,187,71,5.8,2.6,140,62,4.4,2,2459,485,2459,(X),1042,211,42.4,6.2,1417,363,57.6,6.2,140,62,140,(X),61,45,43.6,23.4,79,43,56.4,23.4,3208,701,3208,(X),3208,701,100,0.8,0,10,0,0.8,3208,701,100,0.8,566,196,17.6,8.5,2383,784,74.3,12.3,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,95,85,3,2.9,58,74,1.8,2.4,30,48,0.9,1.6,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,7,12,0.2,0.4,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,164,260,5.1,7.9,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,3208,701,3208,(X),566,196,17.6,8.5,2383,784,74.3,12.3,0,10,0,0.8,95,85,3,2.9,0,10,0,0.8,164,260,5.1,7.9,3208,701,3208,(X),175,261,5.5,7.9,0,10,0,0.8,175,261,5.5,7.9,0,10,0,0.8,0,10,0,0.8,3033,674,94.5,7.9,555,194,17.3,8.4,2383,784,74.3,12.3,0,10,0,0.8,95,85,3,2.9,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,1473,63
1400000US42101008701,42101008701,"Census Tract 87.01, Philadelphia County, Pennsylvania",5244,914,5244,2510,503,47.9,7,2734,666,52.1,7,412,195,7.9,3.3,102,99,1.9,1.8,50,45,1,0.9,154,103,2.9,2,1522,539,29,7.7,1506,454,28.7,6.9,716,288,13.7,4.8,346,127,6.6,2.7,140,86,2.7,1.8,96,109,1.8,2.1,150,112,2.9,2.2,50,49,1,0.9,0,15,0,0.5,26.3,1.3,(X),(X),4568,814,87.1,4.3,4462,815,85.1,4.7,230,118,4.4,2.3,200,115,3.8,2.2,4568,814,4568,(X),2263,499,49.5,7.5,2305,572,50.5,7.5,200,115,200,(X),71,58,35.5,17.3,129,73,64.5,17.3,5244,914,5244,(X),4806,911,91.6,5.9,438,313,8.4,5.9,4806,911,91.6,5.9,2891,772,55.1,10.6,601,281,11.5,5.6,16,26,0.3,0.5,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,1044,548,19.9,9.6,400,372,7.6,6.8,505,392,9.6,7.1,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,139,133,2.7,2.6,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,254,237,4.8,4.4,438,313,8.4,5.9,17,30,0.3,0.6,20,40,0.4,0.8,215,212,4.1,4.1,0,15,0,0.5,5244,914,5244,(X),3288,800,62.7,10.5,804,365,15.3,7.1,181,229,3.5,4.3,1300,561,24.8,9.5,0,15,0,0.5,254,237,4.8,4.4,5244,914,5244,(X),750,390,14.3,6.2,436,370,8.3,6.5,93,111,1.8,2,0,15,0,0.5,221,186,4.2,3.6,4494,732,85.7,6.2,2395,575,45.7,9.4,601,281,11.5,5.6,16,26,0.3,0.5,1044,548,19.9,9.6,0,15,0,0.5,0,15,0,0.5,438,313,8.4,5.9,0,15,0,0.5,438,313,8.4,5.9,2074,78
1400000US42101008702,42101008702,"Census Tract 87.02, Philadelphia County, Pennsylvania",3428,724,3428,2046,683,59.7,10.4,1382,335,40.3,10.4,82,101,2.4,2.8,61,75,1.8,2.2,1,2,0,0.1,164,123,4.8,3.2,1233,627,36,12.2,1034,276,30.2,9,327,171,9.5,5.6,326,140,9.5,4.7,76,53,2.2,1.5,35,34,1,1,65,39,1.9,1.3,24,25,0.7,0.7,0,10,0,0.7,26.1,2.3,(X),(X),3278,698,95.6,4,2996,592,87.4,6.3,108,34,3.2,1.2,89,26,2.6,0.9,3278,698,3278,(X),2002,684,61.1,10.2,1276,276,38.9,10.2,89,26,89,(X),58,39,65.2,33.1,31,24,34.8,33.1,3428,724,3428,(X),3307,709,96.5,2.8,121,96,3.5,2.8,3307,709,96.5,2.8,1689,477,49.3,10.9,786,554,22.9,13.3,2,6,0.1,0.2,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,725,163,21.1,6.6,152,100,4.4,3,258,128,7.5,4.3,9,21,0.3,0.6,64,58,1.9,1.7,183,116,5.3,3.6,7,11,0.2,0.3,52,52,1.5,1.6,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,105,94,3.1,2.7,121,96,3.5,2.8,24,34,0.7,1,18,29,0.5,0.9,48,77,1.4,2.2,0,10,0,0.7,3428,724,3428,(X),1810,501,52.8,11.4,829,555,24.2,13,20,27,0.6,0.8,773,196,22.5,7.3,0,10,0,0.7,136,100,4,2.9,3428,724,3428,(X),189,112,5.5,3.7,20,32,0.6,1,31,32,0.9,1,13,21,0.4,0.6,125,103,3.6,3.3,3239,743,94.5,3.7,1585,489,46.2,11.2,784,556,22.9,13.3,2,6,0.1,0.2,725,163,21.1,6.6,0,10,0,0.7,42,67,1.2,1.9,101,94,2.9,2.7,12,21,0.4,0.6,89,90,2.6,2.6,1576,67
1400000US42101008801,42101008801,"Census Tract 88.01, Philadelphia County, Pennsylvania",1745,408,1745,816,232,46.8,8.3,929,267,53.2,8.3,0,10,0,1.4,0,10,0,1.4,0,10,0,1.4,637,173,36.5,6.7,891,294,51.1,8.4,137,101,7.9,5.7,0,10,0,1.4,0,10,0,1.4,36,38,2.1,2.2,44,33,2.5,2,0,10,0,1.4,0,10,0,1.4,0,10,0,1.4,20.6,0.3,(X),(X),1741,407,99.8,0.4,682,171,39.1,7.6,44,33,2.5,2,0,10,0,1.4,1741,407,1741,(X),812,232,46.6,8.3,929,267,53.4,8.3,0,10,0,(X),0,10,-,**,0,10,-,**,1745,408,1745,(X),1658,401,95,3.2,87,54,5,3.2,1658,401,95,3.2,1108,304,63.5,7.7,124,124,7.1,7.4,44,33,2.5,2,44,33,2.5,2,0,10,0,1.4,0,10,0,1.4,0,10,0,1.4,364,156,20.9,6.5,7,10,0.4,0.6,173,107,9.9,5.4,18,34,1,1.9,4,8,0.2,0.5,116,85,6.6,4.4,27,56,1.5,3.2,19,31,1.1,1.8,0,10,0,1.4,0,10,0,1.4,0,10,0,1.4,0,10,0,1.4,0,10,0,1.4,18,34,1,1.9,87,54,5,3.2,0,10,0,1.4,14,21,0.8,1.2,35,58,2,3.3,0,10,0,1.4,1745,408,1745,(X),1195,307,68.5,6.9,153,143,8.8,8.6,87,50,5,3.1,399,183,22.9,8.3,0,10,0,1.4,27,38,1.5,2.1,1745,408,1745,(X),139,71,8,3.7,31,40,1.8,2.2,38,38,2.2,2.3,23,21,1.3,1.3,47,39,2.7,2.1,1606,384,92,3.7,996,295,57.1,8.3,124,124,7.1,7.4,44,33,2.5,2,364,156,20.9,6.5,0,10,0,1.4,0,10,0,1.4,78,51,4.5,3,0,10,0,1.4,78,51,4.5,3,255,52
1400000US42101008802,42101008802,"Census Tract 88.02, Philadelphia County, Pennsylvania",7255,1436,7255,3720,936,51.3,8.5,3535,952,48.7,8.5,21,15,0.3,0.2,23,25,0.3,0.3,1,20,0,0.3,2013,753,27.7,6.4,4418,856,60.9,5.7,499,168,6.9,2.6,71,71,1,1,119,41,1.6,0.6,0,15,0,0.3,19,33,0.3,0.4,48,3,0.7,0.1,11,22,0.2,0.3,12,22,0.2,0.3,21,0.4,(X),(X),7147,1403,98.5,1,3671,825,50.6,9.5,90,40,1.2,0.6,71,23,1,0.4,7147,1403,7147,(X),3689,924,51.6,8.8,3458,950,48.4,8.8,71,23,71,(X),11,22,15.5,29.9,60,23,84.5,29.9,7255,1436,7255,(X),7086,1391,97.7,1.6,169,126,2.3,1.6,7086,1391,97.7,1.6,4770,1212,65.7,6.3,724,235,10,2.9,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,1433,356,19.8,4.8,336,189,4.6,2.3,723,229,10,3.7,0,15,0,0.3,12,19,0.2,0.3,148,99,2,1.4,94,134,1.3,1.8,120,71,1.7,1,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,159,126,2.2,1.8,169,126,2.3,1.6,51,59,0.7,0.8,0,15,0,0.3,58,64,0.8,0.8,0,15,0,0.3,7255,1436,7255,(X),4883,1257,67.3,6.3,775,273,10.7,3.4,0,15,0,0.3,1547,371,21.3,4.7,0,15,0,0.3,219,153,3,2.3,7255,1436,7255,(X),366,242,5,3,60,73,0.8,1,160,183,2.2,2.4,0,15,0,0.3,146,104,2,1.3,6889,1341,95,3,4478,1129,61.7,6.6,721,234,9.9,2.9,0,15,0,0.3,1422,356,19.6,4.8,0,15,0,0.3,103,103,1.4,1.5,165,126,2.3,1.6,56,86,0.8,1.2,109,98,1.5,1.2,1465,107
1400000US42101009000,42101009000,"Census Tract 90, Philadelphia County, Pennsylvania",5428,563,5428,3154,421,58.1,5.4,2274,395,41.9,5.4,9,15,0.2,0.3,9,14,0.2,0.3,0,15,0,0.5,2282,512,42,7.1,2329,404,42.9,6.9,457,126,8.4,2.4,69,61,1.3,1.1,117,70,2.2,1.3,23,30,0.4,0.5,41,28,0.8,0.5,64,44,1.2,0.8,12,15,0.2,0.3,16,24,0.3,0.4,20.5,0.5,(X),(X),5291,565,97.5,2.4,2362,348,43.5,5.7,118,59,2.2,1.1,92,56,1.7,1,5291,565,5291,(X),3075,406,58.1,5.5,2216,406,41.9,5.5,92,56,92,(X),52,39,56.5,21.9,40,27,43.5,21.9,5428,563,5428,(X),5273,545,97.1,1.7,155,94,2.9,1.7,5273,545,97.1,1.7,3637,442,67,5.6,382,164,7,3,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,1080,310,19.9,5.1,387,159,7.1,2.8,382,153,7,2.6,18,22,0.3,0.4,17,33,0.3,0.6,108,99,2,1.8,99,88,1.8,1.6,69,46,1.3,0.8,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,0,15,0,0.5,174,120,3.2,2.2,155,94,2.9,1.7,32,35,0.6,0.7,0,15,0,0.5,79,54,1.5,1,0,15,0,0.5,5428,563,5428,(X),3781,462,69.7,5.6,430,162,7.9,3,0,15,0,0.5,1186,330,21.8,5.3,0,15,0,0.5,202,126,3.7,2.2,5428,563,5428,(X),270,131,5,2.4,0,15,0,0.5,85,72,1.6,1.4,28,36,0.5,0.7,157,110,2.9,2,5158,565,95,2.4,3472,438,64,5.6,345,156,6.4,2.8,0,15,0,0.5,1075,310,19.8,5.1,0,15,0,0.5,111,111,2,2,155,94,2.9,1.7,28,38,0.5,0.7,127,87,2.3,1.6,1289,74
1400000US42101009100,42101009100,"Census Tract 91, Philadelphia County, Pennsylvania",2419,234,2419,1238,199,51.2,6,1181,173,48.8,6,22,23,0.9,1,70,37,2.9,1.5,127,47,5.3,2,115,95,4.8,3.9,334,137,13.8,5.2,744,209,30.8,8.1,133,92,5.5,3.7,203,75,8.4,3.4,106,57,4.4,2.4,101,60,4.2,2.5,237,90,9.8,3.7,177,57,7.3,2.3,50,49,2.1,2,30.4,3.1,(X),(X),2141,235,88.5,3.8,1998,194,82.6,6.1,505,107,20.9,4.1,464,103,19.2,4,2141,235,2141,(X),1015,223,47.4,7.3,1126,156,52.6,7.3,464,103,464,(X),111,56,23.9,12.2,353,104,76.1,12.2,2419,234,2419,(X),2357,229,97.4,2,62,50,2.6,2,2357,229,97.4,2,865,168,35.8,6.3,1006,168,41.6,6.4,2,6,0.1,0.3,0,10,0,1,0,10,0,1,0,10,0,1,0,10,0,1,451,187,18.6,7.3,74,119,3.1,4.9,266,158,11,6.2,42,54,1.7,2.2,0,10,0,1,55,59,2.3,2.5,0,10,0,1,14,17,0.6,0.7,0,10,0,1,0,10,0,1,0,10,0,1,0,10,0,1,0,10,0,1,33,52,1.4,2.1,62,50,2.6,2,0,10,0,1,0,10,0,1,10,14,0.4,0.6,0,10,0,1,2419,234,2419,(X),900,176,37.2,6.7,1033,162,42.7,6.2,52,47,2.1,1.9,461,189,19.1,7.4,0,10,0,1,60,90,2.5,3.7,2419,234,2419,(X),120,68,5,2.9,68,41,2.8,1.7,8,14,0.3,0.6,14,21,0.6,0.9,30,35,1.2,1.5,2299,242,95,2.9,769,163,31.8,6.1,996,168,41.2,6.5,2,6,0.1,0.3,451,187,18.6,7.3,0,10,0,1,33,52,1.4,2.1,48,45,2,1.8,27,39,1.1,1.6,21,22,0.9,0.9,1551,90
1400000US42101009200,42101009200,"Census Tract 92, Philadelphia County, Pennsylvania",3354,450,3354,1566,329,46.7,6,1788,264,53.3,6,271,119,8.1,3.1,382,138,11.4,3.5,149,90,4.4,2.6,318,150,9.5,4.1,445,201,13.3,5.3,654,185,19.5,4.7,296,136,8.8,4.1,269,105,8,3.3,237,102,7.1,3.2,161,98,4.8,3,41,41,1.2,1.3,93,61,2.8,1.8,38,27,1.1,0.8,26.7,3,(X),(X),2467,331,73.6,5.4,2128,245,63.4,7,279,110,8.3,3.6,172,73,5.1,2.3,2467,331,2467,(X),1107,220,44.9,5.4,1360,201,55.1,5.4,172,73,172,(X),39,39,22.7,18.1,133,56,77.3,18.1,3354,450,3354,(X),3253,447,97,3.5,101,119,3,3.5,3253,447,97,3.5,416,209,12.4,5.8,2388,360,71.2,7.1,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,449,212,13.4,5.9,141,161,4.2,4.6,231,153,6.9,4.5,0,10,0,0.7,33,34,1,1,44,53,1.3,1.6,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,101,119,3,3.5,18,28,0.5,0.9,0,10,0,0.7,83,115,2.5,3.4,0,10,0,0.7,3354,450,3354,(X),517,229,15.4,6.2,2406,361,71.7,7.2,0,10,0,0.7,532,223,15.9,6,0,10,0,0.7,0,10,0,0.7,3354,450,3354,(X),52,70,1.6,2.1,0,10,0,0.7,43,69,1.3,2.1,0,10,0,0.7,9,16,0.3,0.5,3302,462,98.4,2.1,416,209,12.4,5.8,2345,371,69.9,7.2,0,10,0,0.7,440,208,13.1,5.8,0,10,0,0.7,0,10,0,0.7,101,119,3,3.5,0,10,0,0.7,101,119,3,3.5,1442,68
1400000US42101009300,42101009300,"Census Tract 93, Philadelphia County, Pennsylvania",3846,459,3846,1722,281,44.8,6,2124,370,55.2,6,374,189,9.7,4.4,322,102,8.4,2.5,301,116,7.8,2.6,321,140,8.3,3.6,258,134,6.7,3.2,437,152,11.4,4,439,187,11.4,4.9,561,189,14.6,4.5,190,85,4.9,2.4,200,83,5.2,2.3,227,81,5.9,2.1,158,75,4.1,2,58,39,1.5,1,33.4,4.6,(X),(X),2653,290,69,5.6,2483,261,64.6,4.9,590,127,15.3,3.5,443,106,11.5,2.8,2653,290,2653,(X),1134,206,42.7,6.9,1519,262,57.3,6.9,443,106,443,(X),173,68,39.1,11.3,270,78,60.9,11.3,3846,459,3846,(X),3838,457,99.8,0.3,8,13,0.2,0.3,3838,457,99.8,0.3,92,86,2.4,2.3,3715,474,96.6,2.5,10,15,0.3,0.4,7,12,0.2,0.3,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,21,33,0.5,0.9,0,10,0,0.6,0,10,0,0.6,21,33,0.5,0.9,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,8,13,0.2,0.3,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,3846,459,3846,(X),100,86,2.6,2.3,3723,476,96.8,2.5,18,16,0.5,0.4,21,33,0.5,0.9,0,10,0,0.6,0,10,0,0.6,3846,459,3846,(X),93,147,2.4,3.9,0,10,0,0.6,93,147,2.4,3.9,0,10,0,0.6,0,10,0,0.6,3753,470,97.6,3.9,92,86,2.4,2.3,3622,482,94.2,4.4,10,15,0.3,0.4,21,33,0.5,0.9,0,10,0,0.6,0,10,0,0.6,8,13,0.2,0.3,0,10,0,0.6,8,13,0.2,0.3,2263,71
1400000US42101009400,42101009400,"Census Tract 94, Philadelphia County, Pennsylvania",4139,361,4139,1725,207,41.7,4,2414,285,58.3,4,338,124,8.2,2.7,323,100,7.8,2.2,230,89,5.6,2.1,338,134,8.2,3.1,381,159,9.2,3.7,412,146,10,3.2,512,109,12.4,2.7,491,134,11.9,3.3,215,76,5.2,1.8,206,83,5,2.1,404,100,9.8,2.4,191,85,4.6,2,98,64,2.4,1.5,35.8,6.2,(X),(X),2953,247,71.3,3.6,2764,250,66.8,4.3,753,165,18.2,3.8,693,161,16.7,3.7,2953,247,2953,(X),1224,191,41.4,4.9,1729,188,58.6,4.9,693,161,693,(X),327,98,47.2,9.2,366,108,52.8,9.2,4139,361,4139,(X),4056,363,98,1.7,83,73,2,1.7,4056,363,98,1.7,62,74,1.5,1.8,3975,376,96,2.7,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,19,30,0.5,0.7,0,10,0,0.6,19,30,0.5,0.7,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,83,73,2,1.7,10,16,0.2,0.4,46,55,1.1,1.3,0,10,0,0.6,0,10,0,0.6,4139,361,4139,(X),145,105,3.5,2.6,3985,381,96.3,2.7,46,55,1.1,1.3,19,30,0.5,0.7,0,10,0,0.6,27,43,0.7,1,4139,361,4139,(X),62,56,1.5,1.4,12,18,0.3,0.4,50,53,1.2,1.3,0,10,0,0.6,0,10,0,0.6,4077,366,98.5,1.4,62,74,1.5,1.8,3940,374,95.2,2.5,0,10,0,0.6,19,30,0.5,0.7,0,10,0,0.6,0,10,0,0.6,56,58,1.4,1.4,0,10,0,0.6,56,58,1.4,1.4,2018,59
1400000US42101009500,42101009500,"Census Tract 95, Philadelphia County, Pennsylvania",3488,607,3488,1625,426,46.6,6.7,1863,329,53.4,6.7,233,117,6.7,3,274,171,7.9,4.1,189,81,5.4,2.1,330,147,9.5,3.4,431,193,12.4,5.1,461,156,13.2,4.5,368,184,10.6,4.1,406,164,11.6,5.1,236,119,6.8,3,84,57,2.4,1.6,243,91,7,3.2,190,78,5.4,2,43,35,1.2,1,30.6,3.8,(X),(X),2700,425,77.4,5.1,2414,366,69.2,6.5,543,117,15.6,4.1,476,96,13.6,3.6,2700,425,2700,(X),1160,269,43,5.6,1540,245,57,5.6,476,96,476,(X),198,93,41.6,17.4,278,97,58.4,17.4,3488,607,3488,(X),3450,621,98.9,2,38,66,1.1,2,3450,621,98.9,2,30,42,0.9,1.2,3350,606,96,2.6,20,23,0.6,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,50,79,1.4,2.2,38,66,1.1,2,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,38,66,1.1,2,3488,607,3488,(X),30,42,0.9,1.2,3388,594,97.1,2.5,58,68,1.7,2.1,0,10,0,0.7,0,10,0,0.7,50,79,1.4,2.2,3488,607,3488,(X),68,82,1.9,2.3,7,12,0.2,0.4,0,10,0,0.7,11,18,0.3,0.5,50,79,1.4,2.2,3420,597,98.1,2.3,30,42,0.9,1.2,3343,606,95.8,2.7,9,14,0.3,0.4,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,38,66,1.1,2,0,10,0,0.7,38,66,1.1,2,1643,55
1400000US42101009600,42101009600,"Census Tract 96, Philadelphia County, Pennsylvania",4472,676,4472,2148,412,48,5.9,2324,447,52,5.9,313,164,7,3.4,457,241,10.2,5.1,384,128,8.6,2.7,309,124,6.9,2.3,351,175,7.8,3.3,593,181,13.3,4.1,471,193,10.5,3.8,579,156,12.9,3.2,184,87,4.1,2,325,108,7.3,2.5,189,87,4.2,1.9,263,89,5.9,2,54,40,1.2,0.9,32.2,4.9,(X),(X),3063,453,68.5,5.8,2923,421,65.4,5.8,691,135,15.5,3.1,506,102,11.3,2.2,3063,453,3063,(X),1277,319,41.7,7.9,1786,343,58.3,7.9,506,102,506,(X),102,64,20.2,13.1,404,115,79.8,13.1,4472,676,4472,(X),4430,680,99.1,0.8,42,35,0.9,0.8,4430,680,99.1,0.8,50,41,1.1,1,4297,672,96.1,2,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,40,52,0.9,1.2,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,40,52,0.9,1.2,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,43,63,1,1.4,42,35,0.9,0.8,0,10,0,0.6,12,23,0.3,0.5,0,10,0,0.6,30,28,0.7,0.6,4472,676,4472,(X),62,60,1.4,1.4,4327,676,96.8,1.9,42,35,0.9,0.8,40,52,0.9,1.2,0,10,0,0.6,43,63,1,1.4,4472,676,4472,(X),78,77,1.7,1.7,0,10,0,0.6,35,43,0.8,1,0,10,0,0.6,43,63,1,1.4,4394,676,98.3,1.7,42,40,0.9,0.9,4270,677,95.5,2.2,0,10,0,0.6,40,52,0.9,1.2,0,10,0,0.6,0,10,0,0.6,42,35,0.9,0.8,0,10,0,0.6,42,35,0.9,0.8,2178,46
